"Species","Area","Units","Country","X2017","X2016","X2015","X2014","X2013","X2012","X2011","X2010","X2009","X2008","X2007","X2006"
"ANN","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,43.7
"ARA","27.9_NK","TLW","PT",0,0,0,0,0,0.68,0,0,0,0,0,10.2
"ARG","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.4
"ARI","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,0.01,0
"ARS","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,1.8
"ARV","27.9_NK","TLW","PT",0,0,0,0,0,0.02,0,0,0,0,0,0
"ASD","27.9_NK","TLW","PT",0,0,0,0,0,0.17,0,0,0,0,0,18.2
"ASK","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.2
"ATP","27.9_NK","TLW","PT",0,0,0,0,0,0.92,0,0,0,0,0,4
"BAR","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.1
"BAS","27.9_NK","TLW","PT",0,0,0,0,0,2,0,0,0,0,0,35.9
"BET","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,91.3
"BFT","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,31.7
"BHD","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,66.9
"BIB","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,0.1,0
"BIB","27.9_NK","TLW","PT",0,0,0,0,0,8.28,0,0,0,0,0,2327.2
"BIL","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.4
"BLB","27.9_NK","TLW","PT",0,0,0,0,0,0.09,0,0,0,0,0,46.1
"BLI","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"BLL","27.9_NK","TLW","PT",0,0,0,0,0,0.84,0,0,0,0,0,34.1
"BLM","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"BLT","27.9_NK","TLW","PT",0,0,0,0,0,5.24,0,0,0,0,0,859.4
"BLU","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,2.5
"BOG","27.9_NK","TLW","PT",0,0,0,0,0,1.34,0,0,0,0,0,304.9
"BON","27.9_NK","TLW","PT",0,0,0,0,0,11.75,0,0,0,0,0,284.9
"BOP","27.9_NK","TLW","PT",0,0,0,0,0,0.02,0,0,0,0,0,3.2
"BOY","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,1.9
"BRB","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,4.7,0,0,0
"BRB","27.9_NK","TLW","PT",0,0,0,0,0,7.39,0,0,0,0,0,229.5
"BRD","27.9_NK","TLW","PT",0,0,0,0,0,0.1,0,0,0,0,0,0
"BRF","27.9_NK","TLW","PT",0,0,0,0,0,6.62,0,0,0,0,0,139.6
"BSC","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.2
"BSE","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,194.7
"BSF","27.9_NK","TLW","PT",0,0,0,0,0,55.62,0,0,0,0,0,2700.8
"BSH","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0.01,0,0,0
"BSH","27.9_NK","TLW","PT",0,0,0,0,0,5.25,0,0,0,0,0,809.4
"BSK","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.1
"BSS","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,0.01,0
"BSS","27.9_NK","TLW","PT",0,0,0,0,0,0.17,0,0,0,0,0,456.3
"BUM","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,6.4
"BUR","27.9_NK","TLW","PT",0,0,0,0,0,0.02,0,0,0,0,0,2
"BXD","27.9_NK","TLW","PT",0,0,0,0,0,0.13,0,0,0,0,0,10.1
"BYS","27.9_NK","TLW","PT",0,0,0,0,0,0.08,0,0,0,0,0,11.6
"CAA","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.9
"CAP","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"CAS","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,1.6
"CAT","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,6.4
"CBR","27.9_NK","TLW","PT",0,0,0,0,0,0.06,0,0,0,0,0,0
"CCP","27.9_NK","TLW","PT",0,0,0,0,0,0.01,0,0,0,0,0,0
"CDX","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,162.7
"CET","27.9_NK","TLW","PT",0,0,0,0,0,1.08,0,0,0,0,0,39
"CGO","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"CKW","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"CLV","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.5
"COC","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,4373.6
"COD","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"COE","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,2.2,6,0.8,0
"COE","27.9_NK","TLW","PT",0,0,0,0,0,13.81,0,0,0,0,0,1303.8
"CPL","27.9_NK","TLW","PT",0,0,0,0,0,14.8,0,0,0,0,0,0
"CPR","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,2.2
"CRE","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,3.3
"CRG","27.9_NK","TLW","PT",0,0,0,0,0,0.27,0,0,0,0,0,218.7
"CRS","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,4
"CRU","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,1.6,0
"CRU","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.3
"CTB","27.9_NK","TLW","PT",0,0,0,0,0,1.75,0,0,0,0,0,408.8
"CTC","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0.01,0,0
"CTC","27.9_NK","TLW","PT",0,0,0,0,0,0.83,0,0,0,0,0,1770.7
"CTG","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,71.2
"CTL","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,0.1,0
"CTS","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,183.5
"CVJ","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"CYO","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0,1,0,0
"CYO","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,481.4
"CYP","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,6.7
"DCA","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,79.3
"DCP","27.9_NK","TLW","PT",0,0,0,0,0,0.03,0,0,0,0,0,11.6
"DEA","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,3.7
"DEC","27.9_NK","TLW","PT",0,0,0,0,0,0.48,0,0,0,0,0,3.6
"DEL","27.9_NK","TLW","PT",0,0,0,0,0,0.01,0,0,0,0,0,0.7
"DEM","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.2
"DEX","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.8
"DGS","27.9_NK","TLW","PT",0,0,0,0,0,0.12,0,0,0,0,0,9.2
"DGX","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0.01,0,5.5,0
"DOL","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,2.4
"DON","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,527.5
"DPS","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,0.01,0
"DPS","27.9_NK","TLW","PT",0,0,0,0,0,1.7,0,0,0,0,0,222
"DRS","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,15.8
"EHI","27.9_NK","TLW","PT",0,0,0,0,0,1.13,0,0,0,0,0,0
"ELE","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,5.4
"ELX","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,6.7
"MAC","27.9.b.1","TLW","RU",16,0,0,0,0,0,0,0,0,0,0,0
"EOI","27.9_NK","TLW","PT",0,0,0,0,0,2.36,0,0,0,0,0,178.5
"EPI","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,6.2
"EQI","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,9.3
"FCP","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.2
"FIN","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,2.2,0
"FIN","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,305.6
"FLE","27.9_NK","TLW","PT",0,0,0,0,0,0.29,0,0,0,0,0,13.7
"FLX","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,2.1,0
"FLY","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"FOR","27.9_NK","TLW","PT",0,0,0,0,0,2.73,0,0,0,0,0,178.8
"FOX","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,59.9
"FPI","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.1
"FRI","27.9_NK","TLW","PT",0,0,0,0,0,0.02,0,0,0,0,0,0
"FRL","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,169.9
"FTE","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"GAD","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0,5,0,0
"GAD","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.2
"GAR","27.9_NK","TLW","PT",0,0,0,0,0,0.28,0,0,0,0,0,18.5
"GBR","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,2.8
"GFB","27.9_NK","TLW","PT",0,0,0,0,0,0.3,0,0,0,0,0,9.8
"GOA","27.9_NK","TLW","PT",0,0,0,0,0,0.06,0,0,0,0,0,0
"GPD","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,1.7
"GPW","27.9_NK","TLW","PT",0,0,0,0,0,0.09,0,0,0,0,0,2.6
"GPX","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,2.9
"GRA","27.9_NK","TLW","PT",0,0,0,0,0,0.14,0,0,0,0,0,7.5
"GRB","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.1
"GRO","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,3,0
"GRX","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,8.2
"GSK","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.5
"GUG","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.2
"GUN","27.9_NK","TLW","PT",0,0,0,0,0,0.98,0,0,0,0,0,36.5
"GUP","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,104.7
"GUQ","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,530.3
"GUR","27.9_NK","TLW","PT",0,0,0,0,0,3.65,0,0,0,0,0,115.3
"GUU","27.9_NK","TLW","PT",0,0,0,0,0,0.6,0,0,0,0,0,0
"GUX","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,0.01,0
"GUY","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,370.2
"GUZ","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.2
"HAD","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.1
"HER","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.4
"HKB","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.3
"HKE","27.9_NK","TLW","PT",0,0,0,0,0,7.02,0,0,0,0,0,2255.7
"HKM","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"HKR","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.3
"HKW","27.9_NK","TLW","PT",0,0,0,0,0,0.25,0,0,0,0,0,9.8
"HKX","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,8.9
"HMM","27.9_NK","TLW","PT",0,0,0,0,0,8.09,0,0,0,0,0,0
"HMY","27.9_NK","TLW","PT",0,0,0,0,0,20.42,0,0,0,0,0,2.6
"HOM","27.9_NK","TLW","PT",0,0,0,0,0,4.18,0,0,0,0,0,15191.7
"ILI","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"JAA","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,1224.7
"JAX","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,31.9,0,0,0
"VMA","27.9","TLW","RU",0,0,0,0,11,476,0,0,0,0,0,0
"JOD","27.9_NK","TLW","PT",0,0,0,0,0,6.86,0,0,0,0,0,259.6
"JOS","27.9_NK","TLW","PT",0,0,0,0,0,0.89,0,0,0,0,0,23.3
"KGX","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,25.5
"KLK","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,242.8
"KRJ","27.9_NK","TLW","PT",0,0,0,0,0,1.08,0,0,0,0,0,24.7
"LAG","27.9_NK","TLW","PT",0,0,0,0,0,0.06,0,0,0,0,0,0.4
"LAU","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,25.9
"LBE","27.9_NK","TLW","PT",0,0,0,0,0,0.02,0,0,0,0,0,2.7
"LDB","27.9_NK","TLW","PT",0,0,0,0,0,0.08,0,0,0,0,0,15.9
"LDV","27.9_NK","TLW","PT",0,0,0,0,0,2.79,0,0,0,0,0,0
"LEE","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.1
"LEF","27.9_NK","TLW","PT",0,0,0,0,0,3.14,0,0,0,0,0,188
"LHT","27.9_NK","TLW","PT",0,0,0,0,0,0.08,0,0,0,0,0,0.5
"LIN","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"LIO","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,43.3
"LPZ","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,1.5
"LTA","27.9_NK","TLW","PT",0,0,0,0,0,2.08,0,0,0,0,0,23.2
"LUM","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"LVC","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"MAC","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0.01,0,0,0
"MAC","27.9_NK","TLW","PT",0,0,0,0,0,6.65,0,0,0,0,0,2613.5
"MAZ","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,0.8,0
"MEG","27.9_NK","TLW","PT",0,0,0,0,0,0.16,0,0,0,0,0,55.5
"MGR","27.9_NK","TLW","PT",0,0,0,0,0,0.12,0,0,0,0,0,146
"MGS","27.9_NK","TLW","PT",0,0,0,0,0,5.23,0,0,0,0,0,0
"MKG","27.9_NK","TLW","PT",0,0,0,0,0,0.08,0,0,0,0,0,11.7
"MMH","27.9_NK","TLW","PT",0,0,0,0,0,3.57,0,0,0,0,0,0.01
"MNZ","27.9_NK","TLW","PT",0,0,0,0,0,6.26,0,0,0,0,0,209
"MOL","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.2
"MON","27.9_NK","TLW","PT",0,0,0,0,0,4.59,0,0,0,0,0,96.9
"MSF","27.9_NK","TLW","PT",0,0,0,0,0,1.05,0,0,0,0,0,0
"MUE","27.9_NK","TLW","PT",0,0,0,0,0,0.02,0,0,0,0,0,48.8
"MUF","27.9_NK","TLW","PT",0,0,0,0,0,0.04,0,0,0,0,0,0
"MUI","27.9_NK","TLW","PT",0,0,0,0,0,0.02,0,0,0,0,0,76.7
"MUL","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,307.9
"MUR","27.9_NK","TLW","PT",0,0,0,0,0,5.24,0,0,0,0,0,143.7
"MUX","27.9_NK","TLW","PT",0,0,0,0,0,0.14,0,0,0,0,0,23.8
"MYL","27.9_NK","TLW","PT",0,0,0,0,0,0.13,0,0,0,0,0,19.6
"MYV","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,12.4
"MZZ","27.9_NK","TLW","PT",0,0,0,0,0,0.03,0,0,0,0,0,0
"NEP","27.9_NK","TLW","PT",0,0,0,0,0,3.55,0,0,0,0,0,311.9
"NOP","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.1
"OBN","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,6.2
"OCC","27.9_NK","TLW","PT",0,0,0,0,0,5.9,0,0,0,0,0,3723.5
"OCT","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0.01,0.1,0
"OCT","27.9_NK","TLW","PT",0,0,0,0,0,0.01,0,0,0,0,0,3272.8
"OFJ","27.9_NK","TLW","PT",0,0,0,0,0,2.01,0,0,0,0,0,0
"OIL","27.9_NK","TLW","PT",0,0,0,0,0,7.15,0,0,0,0,0,121
"OLV","27.9_NK","TLW","PT",0,0,0,0,0,0.01,0,0,0,0,0,0
"OMZ","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,47.9
"ORY","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"OUL","27.9_NK","TLW","PT",0,0,0,0,0,0.31,0,0,0,0,0,0
"OUW","27.9_NK","TLW","PT",0,0,0,0,0,0.93,0,0,0,0,0,0
"OXY","27.9_NK","TLW","PT",0,0,0,0,0,0.14,0,0,0,0,0,52.4
"OYC","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"OYX","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.9
"PAC","27.9_NK","TLW","PT",0,0,0,0,0,1,0,0,0,0,0,114.3
"PAR","27.9_NK","TLW","PT",0,0,0,0,0,0.17,0,0,0,0,0,0.1
"PCB","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,12
"PDZ","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.2
"PEE","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.2
"PEL","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0.01,3,0,0
"PIC","27.9_NK","TLW","PT",0,0,0,0,0,0.11,0,0,0,0,0,53.6
"PIL","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0.5,0,0.01,0
"PIL","27.9_NK","TLW","PT",0,0,0,0,0,504.27,0,0,0,0,0,56106.4
"PLE","27.9_NK","TLW","PT",0,0,0,0,0,0.25,0,0,0,0,0,104.1
"POA","27.9_NK","TLW","PT",0,0,0,0,0,0.48,0,0,0,0,0,272.5
"POI","27.9_NK","TLW","PT",0,0,0,0,0,0.75,0,0,0,0,0,0.1
"POK","27.9_NK","TLW","PT",0,0,0,0,0,0.09,0,0,0,0,0,8
"POL","27.9_NK","TLW","PT",0,0,0,0,0,0.13,0,0,0,0,0,7
"POR","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"PRA","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.2
"PRC","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,1.2,0,0,0
"PSB","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"PSL","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"PVR","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"RAE","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,15
"RCW","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.1
"RDC","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.2
"REA","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,1.3
"RED","27.9_NK","TLW","PT",0,0,0,0,0,0.22,0,0,0,0,0,8.6
"REG","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"RGL","27.9_NK","TLW","PT",0,0,0,0,0,0.48,0,0,0,0,0,8.7
"RJB","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0.01,0,0,0
"RJC","27.9_NK","TLW","PT",0,0,0,0,0,6.63,0,0,0,0,0,289.4
"RJH","27.9_NK","TLW","PT",0,0,0,0,0,3.66,0,0,0,0,0,365.6
"RJI","27.9_NK","TLW","PT",0,0,0,0,0,1.35,0,0,0,0,0,78.8
"RJM","27.9_NK","TLW","PT",0,0,0,0,0,0.04,0,0,0,0,0,77.9
"RJN","27.9_NK","TLW","PT",0,0,0,0,0,0.47,0,0,0,0,0,0
"RJO","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"RJR","27.9_NK","TLW","PT",0,0,0,0,0,0.04,0,0,0,0,0,0
"ROL","27.9_NK","TLW","PT",0,0,0,0,0,0.01,0,0,0,0,0,9.7
"RPG","27.9_NK","TLW","PT",0,0,0,0,0,1.82,0,0,0,0,0,100.5
"RSE","27.9_NK","TLW","PT",0,0,0,0,0,0.18,0,0,0,0,0,0
"RSK","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,2.3
"RTX","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"SAI","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,34.7
"SAL","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"SAN","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,7.5
"SAU","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.1
"SBA","27.9_NK","TLW","PT",0,0,0,0,0,5.67,0,0,0,0,0,962.7
"SBG","27.9_NK","TLW","PT",0,0,0,0,0,0.17,0,0,0,0,0,140.6
"SBL","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,11.6
"SBP","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,28.1
"SBR","27.9_NK","TLW","PT",0,0,0,0,0,2.32,0,0,0,0,0,143
"SBS","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.1
"SBX","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,0.01,0
"SBZ","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,6.4
"SCE","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"SCK","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,6.9
"SCL","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,0.2,0
"SCL","27.9_NK","TLW","PT",0,0,0,0,0,7.06,0,0,0,0,0,195.6
"SCO","27.9_NK","TLW","PT",0,0,0,0,0,0.67,0,0,0,0,0,29.6
"SCR","27.9_NK","TLW","PT",0,0,0,0,0,0.01,0,0,0,0,0,63.9
"SCS","27.9_NK","TLW","PT",0,0,0,0,0,0.08,0,0,0,0,0,39.3
"SCU","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.1
"SDS","27.9_NK","TLW","PT",0,0,0,0,0,0.01,0,0,0,0,0,21
"SDV","27.9_NK","TLW","PT",0,0,0,0,0,0.01,0,0,0,0,0,10.8
"SFS","27.9_NK","TLW","PT",0,0,0,0,0,4.24,0,0,0,0,0,5.5
"SHB","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.3
"SHL","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"SHO","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,29.8
"SHR","27.9_NK","TLW","PT",0,0,0,0,0,0.02,0,0,0,0,0,23.1
"SHZ","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.5
"SKA","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,0.01,0
"SKA","27.9_NK","TLW","PT",0,0,0,0,0,0.06,0,0,0,0,0,785.8
"SKB","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,1.9
"SKH","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,0.01,0,0.5,0
"SKH","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,32
"SKJ","27.9_NK","TLW","PT",0,0,0,0,0,0.81,0,0,0,0,0,94.9
"SLM","27.9_NK","TLW","PT",0,0,0,0,0,1.73,0,0,0,0,0,258.3
"SLO","27.9_NK","TLW","PT",0,0,0,0,0,0.1,0,0,0,0,0,5.2
"SMA","27.9_NK","TLW","PT",0,0,0,0,0,11.4,0,0,0,0,0,403.7
"SMD","27.9_NK","TLW","PT",0,0,0,0,0,0.55,0,0,0,0,0,25.2
"SNK","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"SNS","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"SOL","27.9_NK","TLW","PT",0,0,0,0,0,3.65,0,0,0,0,0,289.9
"SOO","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,175.2
"SOS","27.9_NK","TLW","PT",0,0,0,0,0,0.79,0,0,0,0,0,87.3
"SPN","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,11.3
"SPR","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"SPU","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,10.8
"SQC","27.9_NK","TLW","PT",0,0,0,0,0,0.01,0,0,0,0,0,37.7
"SQI","27.9_NK","TLW","PT",0,0,0,0,0,0.24,0,0,0,0,0,0
"SQR","27.9_NK","TLW","PT",0,0,0,0,0,3.21,0,0,0,0,0,0
"SRG","27.9_NK","TLW","PT",0,0,0,0,0,0.57,0,0,0,0,0,142.3
"SRQ","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,51.9
"SSA","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.2
"SSB","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,46.3
"SSH","27.9_NK","TLW","PT",0,0,0,0,0,0.44,0,0,0,0,0,27.9
"SSM","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"STB","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.01
"STG","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,2.6
"STI","27.9_NK","TLW","PT",0,0,0,0,0,0.02,0,0,0,0,0,0
"STT","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,1.6
"SVE","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,576.2
"SWA","27.9_NK","TLW","ES",0,0,0,0,0,0,0,0,6.5,0,0,0
"SWA","27.9_NK","TLW","PT",0,0,0,0,0,0.94,0,0,0,0,0,172.2
"SWM","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.6
